id,title,description,link,image_link,availability,condition
skyris,Skyr ice cream – Skyrís,"This article contains advertising / links to other blogs - Volker from the food blog ""Volker mampft"" is the organizer of the food blogger campaign "" Culinary World Tour "", and this month the trip stops in Iceland of all places - exactly the topic that is close to my heart! So of course I didn't miss the opportunity to take part in this travel stop and contribute a typical Icelandic recipe. Iceland was settled over 1,000 years ago by Norwegian Vikings, who settled here with their families, their servants and slaves, their pets, horses, sheep, cows, chickens and pigs. They brought their recipes with them from their old homeland, including the traditional recipe for Skyr. Skyr is actually (technically) cream cheese, given the bacterial strains used, the addition of rennet and the corresponding whey formation. Pure skyr tastes quite sour, which is why Icelanders always eat it with milk or cream. Skyr basically has a nice, creamy consistency and can therefore be processed wonderfully. In the past, each farm made its own Skyr and stored it in large wooden Skyr barrels - these days, however, most Icelanders buy their Skyr quite simply in the supermarket, where there is a very large selection.  Sure, there are many different recipes for Skyr ice cream, even here on my blog, but this is one of my absolute favorite recipes!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #skyr",https://yummy-iceland.blogspot.com/2019/05/skyris.html,https://islandmarkus.github.io/yummy-pins/pins/skyris.jpg,in stock,new
hjonabandssaela-fra-litlibae,Happy Marriage from Litlibær – Hjónabandssæla frá Litlibæ,"Photo: Litlibær in autumn 2016 Happy Marriage from Litlibær This typical Icelandic cake is called ""Hjónabandssæla"", which means ""happy marriage"". There are several explanations for the name of the cake - perhaps because it is easy to make and gets better the longer you let it sit. Or maybe because there are as many different recipes and variations for this cake as there are recipes for a “real happy marriage”. I got this recipe for ""happy marriage"" during our stay in Iceland in July 2018 from Sigríður Hafliðadóttir, who runs the old Litlibær peat house with her husband Kritsján and her family in the summer and provides guests there with really delicious waffles, cakes, jams and drinks spoiled. I translated the recipe as literally as possible. However, I had to wait until I got rhubarb again to try it out so that I could make rhubarb jam for a Happy Marriage cake according to Sigríður's recipe.  When baking, however, I didn't completely follow Sigríður's recipe; I replaced the oat flour with soft oat flakes because I simply can't find oat flour in the usual grocery stores here. And I didn't grease the mold with butter, but lined it with baking paper. Oh, I used 3 to 4 large tablespoons of rhubarb jam, just based on how I felt.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #icelandiccuisine #pastries",https://yummy-iceland.blogspot.com/2019/05/hjonabandssla-fra-litlib.html,https://islandmarkus.github.io/yummy-pins/pins/hjonabandssaela-fra-litlibae.jpg,in stock,new
rabarbarasulta-fra-litlibae,Rhubarb jam from Litlibær – Rabarbarasulta frá Litlibæ,"The old peat house in Litlibær is run in summer by Sigríður Hafliðaðóttir, her husband Kristján Kristjánsson and their family and I have been there several times to enjoy their delicious waffles with homemade rhubarb and blueberry jam.  Sigríður gave me the recipe for her jam!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #icelandiccuisine #icelandicspecialties",https://yummy-iceland.blogspot.com/2019/05/rabarbarasulta-fra-litlib.html,https://islandmarkus.github.io/yummy-pins/pins/rabarbarasulta-fra-litlibae.jpg,in stock,new
lambakotilettur-med-sveppasosu,Lamb chops with mushroom sauce – Lambakótilettur með sveppasósu,"Lamb chops are really a typical Icelandic dish, and they are often seared and cooked in the oven in Icelandic cuisine. Sometimes breaded, or with sauce - like here with mushroom sauce with rhubarb jam.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #meat",https://yummy-iceland.blogspot.com/2019/05/lambakotilettur-me-sveppasosu.html,https://islandmarkus.github.io/yummy-pins/pins/lambakotilettur-med-sveppasosu.jpg,in stock,new
jardarberja-skyris,Strawberry Skyr Ice Cream – Jarðarberja skyrís,"Elsewhere you would call it ""frozen yogurt"", but for me it's just strawberry skyr ice cream. And delicious too!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #skyr",https://yummy-iceland.blogspot.com/2019/05/jararberja-skyris.html,https://islandmarkus.github.io/yummy-pins/pins/jardarberja-skyris.jpg,in stock,new
skyrkaka-med-jardarberjum,Skyr cake with strawberries – Skyrkaka með jarðarberjum,"This is another ""no-bake cake"", although you did need a stove to melt the butter for the base, dissolve the gelatin for the filling and cook the berries. By the way, you have to prepare the cake the day before so that it can set in the fridge overnight. However, the strawberry layer on top is quite liquid and runs down the right and left of the piece of cake - but that also makes it taste nice and fruity and refreshing! (By the way, instead of plain oatmeal cookies, I used oatmeal cookies with chocolate pieces and dried berries; I thought they tasted a little more interesting. In any case, you can vary things up a bit.)
#icelandicrecipes #nordickitchen #iceland #yummyiceland #pastries #skyr",https://yummy-iceland.blogspot.com/2019/05/skyrkaka-me-jararberjum.html,https://islandmarkus.github.io/yummy-pins/pins/skyrkaka-med-jardarberjum.jpg,in stock,new
skyrbudingur,Skyr pudding – Skyrbúðingur,"I found the idea of ​​a Skyr dessert with a difference, namely in pudding form, very exciting. And it definitely impressed me in terms of taste!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #skyr",https://yummy-iceland.blogspot.com/2019/04/skyrbuingur.html,https://islandmarkus.github.io/yummy-pins/pins/skyrbudingur.jpg,in stock,new
spinatsalat-med-jardarberjum,Spinach salad with strawberries – Spínatsalat með jarðarberjum,"Actually, this recipe is made with blue cheese. However, we were on vacation and I absolutely couldn't find any blue cheese in the available stores, so I made do with grated hard cheese. It worked too - but blue cheese is a bit tastier!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #sidedish",https://yummy-iceland.blogspot.com/2019/04/spinatsalat-me-jararberjum.html,https://islandmarkus.github.io/yummy-pins/pins/spinatsalat-med-jardarberjum.jpg,in stock,new
graenmetissupa,Vegetable soup – Grænmetissúpa,"This is a beautifully simple soup, and with the little bit of vinegar and cream it tastes really interesting and delicious to me!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #soup",https://yummy-iceland.blogspot.com/2019/04/grnmetissupa.html,https://islandmarkus.github.io/yummy-pins/pins/graenmetissupa.jpg,in stock,new
eplaskifur,Apple fritters – Eplaskífur,"The Icelandic word ""skífa"" means ""disc"", but it refers to a flat, round object - like these apple fritters here. Traditionally, these apple cakes were baked in a special pan, a so-called ""eplaskífupanna"" with corresponding cavities. When we recently visited the ""Cave People"" in Laugarvatnshellar, there was one exactly like that hanging on the wall - a really beautiful old ""eplaskífupanna"". Since I happened to come across the recipe for this eplaskífur in an old Icelandic cookbook, I recognized the pan straight away and was delighted! Of course, I tried the recipe straight away at home, even though I made do with a poffertjes or egg pan. After all, I couldn't take the good pan from Iceland with me!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #icelandiccuisine #pastries",https://yummy-iceland.blogspot.com/2019/04/eplaskifur.html,https://islandmarkus.github.io/yummy-pins/pins/eplaskifur.jpg,in stock,new
sitronukaka,Lemon cake – Sítrónukaka,"This is actually a very classic lemon cake that is baked in a springform pan. But now, just before Easter, I used a silicone Easter bunny mold for it! But this hasn't changed the baking time.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #pastries",https://yummy-iceland.blogspot.com/2019/04/sitronukaka.html,https://islandmarkus.github.io/yummy-pins/pins/sitronukaka.jpg,in stock,new
saltfiskmus,Saltfish puree – Saltfiskmús,"Salt fish is really a typical Icelandic food - and I found this puree really tasty too. That's what I had for breakfast! (If you cook it with unsalted fish, cook the cod in salt water and then add 1 teaspoon of coarse sea salt to the puree.)
#icelandicrecipes #nordickitchen #iceland #yummyiceland #icelandiccuisine #sidedish",https://yummy-iceland.blogspot.com/2019/04/saltfiskmus.html,https://islandmarkus.github.io/yummy-pins/pins/saltfiskmus.jpg,in stock,new
sitronuskyr,Lemon Skyr – Sítrónuskyr,"Here's another Skyr recipe, either as a dessert or as a delicious, vitamin-rich breakfast. Oh yes, I love Skyr for breakfast!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #skyr",https://yummy-iceland.blogspot.com/2019/04/sitronuskyr.html,https://islandmarkus.github.io/yummy-pins/pins/sitronuskyr.jpg,in stock,new
bulsu-og-byggsalat,Pearl barley salad with vegetarian sausages – Bulsu- og byggsalat,"I have already told you about the Icelandic meat substitute products based on barley grown in the country, which I came across by chance during my last stay in Iceland. Now the recipe for the pearl barley and barley sausage salad!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #sidedish",https://yummy-iceland.blogspot.com/2019/03/bulsu-og-byggsalat.html,https://islandmarkus.github.io/yummy-pins/pins/bulsu-og-byggsalat.jpg,in stock,new
sausages-for-vegetarians-and-vegans,Meat substitute in Icelandic – Sausages for vegetarians and vegans,"A typical Icelandic product that has long been replaced by imported products such as rice and pasta, but is now experiencing a renaissance (even in more sophisticated cuisine), is pearl barley, known as ""bankabygg"" in Icelandic. In contrast to rice and pasta, barley is grown in Iceland itself and is therefore a regional product that does not have to be imported in a laborious or expensive manner. In connection with pearl barley, I recently came across Icelandic meat substitute products for vegetarians and vegans, namely vegetarian ""sausages"" and ""Grænmetisbuff"", i.e. vegetable burgers. Both products are made from barley pearls. Pearl barley has long been traditionally used in the production of sausages in Iceland, usually in addition to meat, not instead of meat. But why not try new things? Because I'm a curious person, I tried both out right away!  The name ""Bulsur"" is a play on words from ""bygg"" (= barley) and ""pylsur"" (= sausage). The ""Bulsur"" from the Havarí company consist of barley, kidney beans, water, tomato puree, cornmeal, flour, seeds, oil, salt and other spices. In Iceland you buy them frozen in packs of four, for example in Krónan, Nettó or Hagkaup. For my 300 g pack in the Krónan Granda I have just under 900 ISK (the equivalent of around €6.60 / as of March 2019). The ""Bulsur"" are packed in a plastic wrapper, you have to remove the packaging from the individual ""sausages"" before putting them in the pan or on the grill.  The “vegetable burgers” from Móðir Jörð in Vallanes are available in two versions, one with barley and another with beetroot. I chose the beetroot version (""Rauðrófubuff""), a pack (250 g) with 4 citizens cost just under 800 ISK (approx. €5.90). Here, too, the product consists of over 40% barley, plus potatoes and beetroot (23%) as well as herbs and spices. The ""breading"" consists of pearl barley and sesame seeds, which gives the whole thing a nice, crunchy consistency on the outside. The “vegetable burgers” are heated in a pan or in the oven.  In terms of taste, I actually found both tasty - for my taste, the ""Bulsur"" had a consistency that reminded me less of sausages and more of dumplings, soft and almost a bit creamy, but they tasted nice and spicy with the fried surface it's a bit crunchy again. Because of the breading, I found the ""Rauðrófubuff"" to be very crunchy on the outside and soft on the inside, but not too soft, still a little bit chunky... definitely very tasty! I prepared both for lunch, the fried burgers and a pearl barley salad with fried bulsur. I'll definitely pass the recipe on to you in the next few days! [Translated from here.]
#icelandicrecipes #nordickitchen #iceland #yummyiceland #sidedish",https://yummy-iceland.blogspot.com/2019/03/sausages-for-vegetarians-and-vegans.html,https://islandmarkus.github.io/yummy-pins/pins/sausages-for-vegetarians-and-vegans.jpg,in stock,new
skyr-hummus,Skyr hummus – Skyr hummus,"Okay, of course this isn't a classic Icelandic recipe - but I think it's very nice to put a traditional ingredient like skyr in a completely new, different context. And it was really really tasty!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #sidedish #skyr",https://yummy-iceland.blogspot.com/2019/03/skyr-hummus.html,https://islandmarkus.github.io/yummy-pins/pins/skyr-hummus.jpg,in stock,new
grillad-flatbraud,Grilled flatbread – Grillað flatbrauð,"Traditionally, Icelandic flatbrauð is made with just flour and water and then baked on a hot stove or cast iron skillet. This is a more ""newfangled"" recipe with yeast, salt, sugar and a spoonful of olive oil. This Flatbrauð is grilled here or alternatively baked in a grill pan.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #bread #icelandiccuisine",https://yummy-iceland.blogspot.com/2019/03/grilla-flatbrau.html,https://islandmarkus.github.io/yummy-pins/pins/grillad-flatbraud.jpg,in stock,new
brunadar-kartoflur-med-rjoma,Caramelized potatoes with cream – Brúnaðar kartöflur með rjóma,"Caramelized potatoes are, in a sense, THE typical Icelandic side dish and are traditionally served with meat dishes, usually with red cabbage, peas or green beans.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #icelandiccuisine #sidedish",https://yummy-iceland.blogspot.com/2019/03/brunaar-kartoflur-me-rjoma.html,https://islandmarkus.github.io/yummy-pins/pins/brunadar-kartoflur-med-rjoma.jpg,in stock,new
eggjamuffur,Egg muffins – Eggjamúffur,"The recipe made enough for me for 20 muffins - with salad on the side it was a nice meal for 6 people. Even though my children thought it would be okay as a starter, they would prefer something more “solid” as a main course. Well, next time I'll take it to heart!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #sidedish",https://yummy-iceland.blogspot.com/2019/03/eggjamuffur.html,https://islandmarkus.github.io/yummy-pins/pins/eggjamuffur.jpg,in stock,new
tosca-kaka,Tosca cake – Tosca kaka,"(almond caramel cake) The Tosca cake is actually more familiar from Sweden as ""toscakaka"", but in Denmark it is also available as ""toscakage"", in Norway as ""toscakake"" and in Finland as ""toscakakku"" - and of course it is also available in Iceland ! (Unfortunately, it is no longer possible to understand how the cake got its name.)
#icelandicrecipes #nordickitchen #iceland #yummyiceland #pastries",https://yummy-iceland.blogspot.com/2019/03/tosca-kaka.html,https://islandmarkus.github.io/yummy-pins/pins/tosca-kaka.jpg,in stock,new
gerbollur-med-hindberjarjomi,Yeast dough balls with raspberry cream – Gerbollur með hindberjarjómi,"This year for Bolludagur, or Rose Monday, I prepared yeast balls with raspberry cream and chocolate - very tasty, although extremely filling! The dough is enough for 10 to 12 bales.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #cookies #icelandiccuisine",https://yummy-iceland.blogspot.com/2019/02/gerbollur-me-hindberjarjomi.html,https://islandmarkus.github.io/yummy-pins/pins/gerbollur-med-hindberjarjomi.jpg,in stock,new
braudsupa-ii,Icelandic rye bread soup – Brauðsúpa II,"I previously shared a recipe for bread soup , now I tried another recipe - and I'm completely thrilled! But I also used the rest of my home-baked Rúgbrauð instead of using pumpernickel, it's more ""absorbent"" and I like the result better. Absolute soul food for me! (However, this soup fills you up phenomenally quickly.)
#icelandicrecipes #nordickitchen #iceland #yummyiceland #icelandiccuisine #soup",https://yummy-iceland.blogspot.com/2019/02/brausupa-ii.html,https://islandmarkus.github.io/yummy-pins/pins/braudsupa-ii.jpg,in stock,new
sukkuladiabaetir,Chocolate dessert – Súkkulaðiábætir,"Here's a recipe for a nice dessert if you're in a hurry. It's easy to stir together, but should be served straight away - otherwise the chocolate layer will be hard.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #skyr",https://yummy-iceland.blogspot.com/2019/02/sukkulaiabtir.html,https://islandmarkus.github.io/yummy-pins/pins/sukkuladiabaetir.jpg,in stock,new
rugbraud-i-dos,Rye bread in a can – Rúgbrauð i dós,"So far I have baked Icelandic Rúgbrauð in the classic way in rinsed milk cartons (10 to 12 hours at 200 °F (100 °C) upper/lower heat) or I have also cooked rye bread in jam jars, now I have baked it in a biscuit tin - and it is also much faster, At 200 °F (100 °C) circulating air it only takes 6 hours of baking time.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #bread #sidedish",https://yummy-iceland.blogspot.com/2019/02/rugbrau-i-dos.html,https://islandmarkus.github.io/yummy-pins/pins/rugbraud-i-dos.jpg,in stock,new
agurkusupa,Cucumber soup – Agúrkusúpa,"Actually, I only went looking for a cucumber soup recipe because I still had a large, thick cucumber left over that didn't taste particularly good on its own - but it still found a delicious use in the soup!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #soup",https://yummy-iceland.blogspot.com/2019/02/agurkusupa.html,https://islandmarkus.github.io/yummy-pins/pins/agurkusupa.jpg,in stock,new
gulrotarmuffur,Carrot muffins – Gulrótarmúffur,"I've been a passionate fan of Icelandic carrot cake for a long time and have tried different versions of it. This time I baked carrot muffins for a change, definitely recommended! The dough was enough for me for 22 muffins.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #pastries",https://yummy-iceland.blogspot.com/2019/02/gulrotarmuffur.html,https://islandmarkus.github.io/yummy-pins/pins/gulrotarmuffur.jpg,in stock,new
eplaskyrstheytingur,Apple Skyr Smoothie – Eplaskyrsþeytingur,"In these crappy times I definitely need some extra vitamins, so I tried this Skyr mixed drink with apple and celery. Actually, I'm not a real fan of celery, but the drink was actually really tasty!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #drinks #skyr",https://yummy-iceland.blogspot.com/2019/02/eplaskyrseytingur.html,https://islandmarkus.github.io/yummy-pins/pins/eplaskyrstheytingur.jpg,in stock,new
bondadottir-med-blaeju,Farmer's daughter with veil – Bóndadóttir með blæju,"This recipe for a ""veiled farm girl"" can be found everywhere in Northern Europe, whether it's called ""Buerndeern mit Sleier"" in North Frisia, ""Bondepige med slør"" in Denmark or ""Tilslørte bondepiker"" in Norway. Of course, there are certain variations everywhere, depending on the family recipe and taste preferences. Here I introduce you to my Icelandic version - with rye bread, apple compote and rhubarb compote. For rye bread I used pumpernickel, it works really well.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert",https://yummy-iceland.blogspot.com/2019/02/bondadottir-me-blju.html,https://islandmarkus.github.io/yummy-pins/pins/bondadottir-med-blaeju.jpg,in stock,new
hvitkalssupa,White cabbage soup – Hvítkálssúpa,"Until now I had certain reservations about cabbage soup - completely wrong, as I have just discovered. This cabbage soup here was really delicious!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #soup",https://yummy-iceland.blogspot.com/2019/01/hvitkalssupa.html,https://islandmarkus.github.io/yummy-pins/pins/hvitkalssupa.jpg,in stock,new
kryddkaka-med-sukkuladi,Spice cake with chocolate – Kryddkaka með súkkulaði,"On the first day of the old Icelandic winter month of Þorri, Husbands' Day, bóndadagur, is traditionally celebrated in Iceland. This year the bóndadagur was on January 25th and we baked a spice cake with chocolate for our best husband, father and now even grandfather - it tasted good! Oh, I used some winter spice in the glaze for a wintery taste. The spice mixture mainly contained cinnamon, cloves, cardamom and ginger. Of course, you can also just add a spice and mix it yourself. But with a pinch of spice the cake tastes a little more intense.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #pastries",https://yummy-iceland.blogspot.com/2019/01/kryddkaka-me-sukkulai.html,https://islandmarkus.github.io/yummy-pins/pins/kryddkaka-med-sukkuladi.jpg,in stock,new
rofusupa,Beet soup – Rófusúpa,"Turnips are really typical winter vegetables, so they are perfect for real winter cuisine! However, my turnips were extremely large; in the picture I put a vegetable onion next to them for comparison. (I only used one of my giant beets for the soup recipe, that was enough!)
#icelandicrecipes #nordickitchen #iceland #yummyiceland #soup",https://yummy-iceland.blogspot.com/2019/01/rofusupa.html,https://islandmarkus.github.io/yummy-pins/pins/rofusupa.jpg,in stock,new
byggotto,Barley risotto – Byggottó,"I've had this recipe for ""Byggottó"" on my personal to-do list for a while, now I've finally gotten around to making it!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #icelandiccuisine #sidedish",https://yummy-iceland.blogspot.com/2019/01/byggotto.html,https://islandmarkus.github.io/yummy-pins/pins/byggotto.jpg,in stock,new
piparkokukrem,Gingerbread cream – Piparkökukrem,"The last remnants of this year's gingerbread have now gone into this dessert cream, with skyr and cream and cherry jelly.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #skyr",https://yummy-iceland.blogspot.com/2019/01/piparkokukrem.html,https://islandmarkus.github.io/yummy-pins/pins/piparkokukrem.jpg,in stock,new
fiskrettur-leftover-food,Fish leftovers – Fiskréttur - leftover food,"After the holidays, it's time to eat leftovers - here's a recipe with which you can wonderfully put leftover vegetables and fish from the last few days to a new use, namely in a very tasty fish casserole with curry sauce!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #fish",https://yummy-iceland.blogspot.com/2019/01/fiskrettur-leftover-food.html,https://islandmarkus.github.io/yummy-pins/pins/fiskrettur-leftover-food.jpg,in stock,new
sjavarrettasupa,Seafood soup – Sjávarréttasúpa,"This is currently my personal favorite seafood soup!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #fish #icelandiccuisine",https://yummy-iceland.blogspot.com/2018/12/sjavarrettasupa.html,https://islandmarkus.github.io/yummy-pins/pins/sjavarrettasupa.jpg,in stock,new
piparkoku-latte,Gingerbread Latte – Piparköku Latte,"Here's a quick recipe for a delicious Christmas latte, just the thing for a quiet evening alone or as a couple, if you ask me.  Recipe for 2 cups 500 ml milk 100 ml strong coffee 1 tsp brown sugar 2 - 4 gingerbread cookies (depending on size) Preparation Put the milk in a saucepan with the coffee and sugar.  ...slowly bring to the boil over medium heat, stirring constantly. Crumble the gingerbread...  ...stir in and stir until they have dissolved.  Then serve the milk coffee straight away, sprinkling with ground gingerbread and cinnamon to taste. [Translated from here.]
#icelandicrecipes #nordickitchen #iceland #yummyiceland #christmas #drinks",https://yummy-iceland.blogspot.com/2018/12/piparkoku-latte.html,https://islandmarkus.github.io/yummy-pins/pins/piparkoku-latte.jpg,in stock,new
is-gamla-uppskrift,Ice cream (old recipe) – Ís (gamla uppskrift),"When someone told me about his grandmother's old vanilla ice cream recipe, of course I couldn't resist. I only replaced half of the whipping cream with vanilla skyr because it was a bit heavy for me with just cream.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert #skyr",https://yummy-iceland.blogspot.com/2018/12/is-gamla-uppskrift.html,https://islandmarkus.github.io/yummy-pins/pins/is-gamla-uppskrift.jpg,in stock,new
eplabudingur,Apple casserole – Eplabúðingur,"Here's another nice, wintery, Christmas apple dessert. With a nice pinch of cinnamon!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert",https://yummy-iceland.blogspot.com/2018/12/eplabuingur.html,https://islandmarkus.github.io/yummy-pins/pins/eplabudingur.jpg,in stock,new
lax-i-gratin,Salmon gratin – Lax í  gratin,"Here's a very simple, quick fish dish that also tastes very good! My mother in particular was absolutely thrilled with it. That makes the cook happy.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #fish",https://yummy-iceland.blogspot.com/2018/12/lax-i-gratin.html,https://islandmarkus.github.io/yummy-pins/pins/lax-i-gratin.jpg,in stock,new
skyrkokur,Skyr cookies – Skyrkökur,"Here's a very simple recipe for Skyr cookies, it's so quick, you can throw it in every now and then when you don't really have time to bake - like I do at the moment.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #christmas #cookies",https://yummy-iceland.blogspot.com/2018/12/skyrkokur.html,https://islandmarkus.github.io/yummy-pins/pins/skyrkokur.jpg,in stock,new
jolabraud,Christmas bread – Jólabrauð,"This recipe for Christmas bread comes from a 160-year-old Icelandic cookbook, and I experimented a bit to make it work as smoothly and deliciously as possible in an electric oven even under today's conditions. The dough is not a classic bread, but rather has the consistency of a yeast plait. And it had risen really well and turned into quite a bit of Christmas bread!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #christmas #pastries",https://yummy-iceland.blogspot.com/2018/12/jolabrau.html,https://islandmarkus.github.io/yummy-pins/pins/jolabraud.jpg,in stock,new
eldheitt-sukkuladi,Fiery hot chocolate – Eldheitt súkkulaði,"""Heilagur Nikulás"", i.e. Saint Nicholas or St. Nicholas Day, does not play a role in the Icelandic Christmas season, but for me personally St. Nicholas Day is a special day - it was my father's birthday... This time I prepared a cup of hot chocolate for St. Nicholas Day - really hot and spicy, because this chocolate is both hot in terms of temperature and really spicy (due to the cayenne pepper).
#icelandicrecipes #nordickitchen #iceland #yummyiceland #drinks",https://yummy-iceland.blogspot.com/2018/12/eldheitt-sukkulai.html,https://islandmarkus.github.io/yummy-pins/pins/eldheitt-sukkuladi.jpg,in stock,new
heslihnetukokur,Hazelnut cookies – Heslihnetukökur,"The dough was enough for me to make almost 50 cookies.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #christmas #cookies",https://yummy-iceland.blogspot.com/2018/12/heslihnetukokur.html,https://islandmarkus.github.io/yummy-pins/pins/heslihnetukokur.jpg,in stock,new
lambalifur-med-sveppum-og-raudlauk,Lamb liver with mushrooms and red onions – Lambalifur með sveppum og rauðlauk,"Here's another typical autumn dish when the sheep are slaughtered - add mushrooms and onions and the last fresh blueberries and I'm happy.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #meat",https://yummy-iceland.blogspot.com/2018/11/lambalifur-me-sveppum-og-raulauk.html,https://islandmarkus.github.io/yummy-pins/pins/lambalifur-med-sveppum-og-raudlauk.jpg,in stock,new
sukkuladiis,Chocolate ice cream – Súkkulaðiís,"I love chocolate ice cream, even when it's getting cold and uncomfortable outside. Most Icelanders can eat ice cream or go on an Ísbíltúr (= ice cream ride) in any weather!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #dessert",https://yummy-iceland.blogspot.com/2018/11/sukkulaiis.html,https://islandmarkus.github.io/yummy-pins/pins/sukkuladiis.jpg,in stock,new
brunadur-gulraetur,Browned carrots – Brúnaður gulrætur,"Here's a recipe for a side dish, namely browned carrots.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #sidedish",https://yummy-iceland.blogspot.com/2018/11/brunaur-gulrtur.html,https://islandmarkus.github.io/yummy-pins/pins/brunadur-gulraetur.jpg,in stock,new
ofnbakadur-steinbitur-i-deigi,Oven-baked catfish in dough – Ofnbakaður steinbítur í deigi,"We had fish for dinner again, in batter and baked in the oven. To be honest - this was my second attempt, the first attempt I had a different dough and the result was edible but looked so absolutely horrible that there are NO photos of it. But now I'm happy with the result!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #fish",https://yummy-iceland.blogspot.com/2018/11/ofnbakaur-steinbitur-i-deigi.html,https://islandmarkus.github.io/yummy-pins/pins/ofnbakadur-steinbitur-i-deigi.jpg,in stock,new
skonsur,Icelandic pancakes – Skonsur,"Skonsur are a kind of, well, pencakes, but relatively ""compact"" and extremely filling. The recipe is enough for at least 10 skonsur, more likely for 12. We sometimes have this at lunchtime when things need to be done quickly and I have to ""feed"" three to four hungry children.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #bread #dessert",https://yummy-iceland.blogspot.com/2018/11/skonsur.html,https://islandmarkus.github.io/yummy-pins/pins/skonsur.jpg,in stock,new
mjolkursupa,Milksoup – Mjólkursúpa,"I was actually looking for vegetarian soup recipes online in an old Icelandic cookbook from 1891 - but that's not that easy, even the vegetable soups back then were actually all made from meat stock. But I came across this recipe for milk soup - again with plenty of meat in the soup. Traditionally, this soup is prepared with salt kjöt, i.e. fresh salt meat. Since there is no comparable salted meat to buy here in Germany, you can make do with cured pork tenderloin, which is the closest thing to the original.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #soup",https://yummy-iceland.blogspot.com/2018/11/mjolkursupa.html,https://islandmarkus.github.io/yummy-pins/pins/mjolkursupa.jpg,in stock,new
sveppir-a-ristudu-braudi,Mushrooms on toasted toast – Sveppir á ristuðu brauði,"Here's a recipe for a nice, autumnal dinner if you're in a hurry. I had the mushroom toast one evening when I was alone... but you can also easily prepare a larger portion if you are not alone.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #sidedish",https://yummy-iceland.blogspot.com/2018/11/sveppir-ristuu-braui.html,https://islandmarkus.github.io/yummy-pins/pins/sveppir-a-ristudu-braudi.jpg,in stock,new
blaberjasild,Blueberry herring – Bláberjasíld,"Here's another nice Icelandic autumn dish - marinated herring with plenty of blueberries and onions and a bit of dill.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #fish",https://yummy-iceland.blogspot.com/2018/11/blaberjasild.html,https://islandmarkus.github.io/yummy-pins/pins/blaberjasild.jpg,in stock,new
vanilludraumur,Vanilla dream – Vanilludraumur,"Here's a quick, simple recipe for vanilla milk.
#icelandicrecipes #nordickitchen #iceland #yummyiceland #drinks",https://yummy-iceland.blogspot.com/2018/10/vanilludraumur.html,https://islandmarkus.github.io/yummy-pins/pins/vanilludraumur.jpg,in stock,new
graenkalssupa,Kale soup – Grænkálssúpa,"This recipe for kale soup comes from a 160-year-old Icelandic cookbook, where the recipes look a little different than they do today, without specific quantities or even times. So I tried it out a bit - and I'm happy with the result!
#icelandicrecipes #nordickitchen #iceland #yummyiceland #icelandiccuisine #soup",https://yummy-iceland.blogspot.com/2018/10/grnkalssupa.html,https://islandmarkus.github.io/yummy-pins/pins/graenkalssupa.jpg,in stock,new
